Player;Season;Decade;Age;Team;Team_Win_Percentage;Games_Played_Percentage;Games_Started_Percentage;Player_Ranking;Minutes_Played_per_Game;Points_per_Game;Rebounds_per_Game ;Assists_per_Game ;Steals_per_Game;Blocks_per_Game;Turnovers_per_Game;Personal_Fouls_per_Game ;Field_Goals_Made_per_Game;Field_Goals_Attempted_per_Game;FG_Percentage;eFG_Percentage;Free_Throws_Made_per_Game;Free_Throws_Attempted_per_Game;FT_Percentage;TS_Percentage;PER;WS_per_48_Minutes;BPM;MVP_Share;MVP
Jason Kidd;2002-03;2000s;29;NJN;0.598;0.976;1;1;37.4;18.7;6.3;8.9;2.2;0.3;3.7;1.6;6.4;15.6;0.414;0.465;4.2;5;0.841;0.526;22.2;0.182;6.9;0.026;0
Jamal Mashburn;2002-03;2000s;30;NOH;0.573;1;0.988;1;40.5;21.6;6.1;5.6;1;0.2;2.8;2.4;8.2;19.3;0.422;0.46;3.8;4.5;0.848;0.507;18;0.13;2;0.001;0
Allan Houston;2002-03;2000s;31;NYK;0.451;1;1;1;37.9;22.5;2.8;2.7;0.7;0.1;2.2;2.3;8;17.9;0.445;0.506;4.4;4.8;0.919;0.563;17.7;0.111;0.2;0;0
Tracy McGrady;2002-03;2000s;23;ORL;0.512;0.915;0.987;1;39.4;32.1;6.5;5.5;1.7;0.8;2.6;2.1;11.1;24.2;0.457;0.505;7.7;9.7;0.793;0.564;30.3;0.262;9.7;0.359;0
Allen Iverson;2002-03;2000s;27;PHI;0.585;1;1;1;42.5;27.6;4.2;5.5;2.7;0.2;3.5;1.8;9.8;23.7;0.414;0.436;7;9;0.774;0.5;21.2;0.127;2.8;0.07;0
Shawn Marion;2002-03;2000s;24;PHO;0.537;0.988;1;2;41.6;21.2;9.5;2.4;2.3;1.2;1.9;2.6;8.2;18.1;0.452;0.5;3.1;3.6;0.851;0.538;21.3;0.186;5.5;0;0
Stephon Marbury;2002-03;2000s;25;PHO;0.537;0.988;1;1;40;22.3;3.2;8.1;1.3;0.2;3.2;2.5;8.3;18.9;0.439;0.468;4.6;5.8;0.803;0.52;20.1;0.142;2.4;0;0
Rasheed Wallace;2002-03;2000s;28;POR;0.61;0.902;1;1;36.3;18.1;7.4;2.1;0.9;1;1.9;3;7;14.8;0.471;0.521;2.7;3.7;0.735;0.552;18.5;0.151;2.4;0;0
Peja Stojakovic;2002-03;2000s;25;SAC;0.72;0.878;1;2;34;19.2;5.5;2;1;0.1;1.4;2;6.9;14.4;0.481;0.556;3.2;3.7;0.875;0.6;19.6;0.199;3.1;0;0
Chris Webber;2002-03;2000s;29;SAC;0.72;0.817;1;1;39.1;23;10.5;5.4;1.6;1.3;3.2;3;9.9;21.4;0.461;0.463;3.2;5.3;0.607;0.485;20.9;0.127;3.8;0.016;0
Tim Duncan;2002-03;2000s;26;SAS;0.732;0.988;1;1;39.3;23.3;12.9;3.9;0.7;2.9;3.1;2.9;8.8;17.2;0.513;0.515;5.6;7.8;0.71;0.564;26.9;0.248;7.4;0.808;1
Vince Carter;2002-03;2000s;26;TOR;0.293;0.524;0.977;1;34.2;20.6;4.4;3.3;1.1;1;1.7;2.8;8.3;17.7;0.467;0.497;3;3.7;0.806;0.532;21.9;0.136;2.7;0;0
Andrei Kirilenko;2002-03;2000s;21;UTA;0.573;0.976;0.138;2;27.7;12;5.3;1.7;1.5;2.2;1.7;2.3;3.9;8;0.491;0.519;3.7;4.6;0.8;0.598;21.1;0.199;6.6;0;0
Karl Malone;2002-03;2000s;39;UTA;0.573;0.988;1;1;36.2;20.6;7.8;4.7;1.7;0.4;2.6;2.5;7.3;15.9;0.462;0.463;5.9;7.7;0.763;0.534;21.7;0.182;4.5;0;0
Jerry Stackhouse;2002-03;2000s;28;WAS;0.451;0.854;1;1;39.2;21.5;3.7;4.5;0.9;0.4;2.8;1.9;7;17.2;0.409;0.438;6.5;7.4;0.878;0.528;18.7;0.114;0.7;0;0
Paul Pierce;2003-04;2000s;26;BOS;0.439;0.976;1;1;38.7;23;6.5;5.1;1.6;0.7;3.8;2.9;7.5;18.7;0.402;0.441;6.5;7.9;0.819;0.517;19.4;0.109;2.1;0;0
LeBron James;2003-04;2000s;19;CLE;0.427;0.963;1;1;39.5;20.9;5.5;5.9;1.6;0.7;3.5;1.9;7.9;18.9;0.417;0.438;4.4;5.8;0.754;0.488;18.3;0.078;1.9;0.009;0
Dirk Nowitzki;2003-04;2000s;25;DAL;0.634;0.939;1;1;37.9;21.8;8.7;2.7;1.2;1.4;1.8;2.8;7.9;17;0.462;0.5;4.8;5.5;0.877;0.561;22.5;0.19;3.4;0;0
Marcus Camby;2003-04;2000s;29;DEN;0.524;0.878;1;2;30;8.6;10.1;1.8;1.2;2.6;1.4;3.3;3.6;7.6;0.477;0.477;1.4;1.9;0.721;0.511;17.8;0.154;4.1;0;0
Carmelo Anthony;2003-04;2000s;19;DEN;0.524;1;1;1;36.5;21;6.1;2.8;1.2;0.5;3;2.7;7.6;17.9;0.426;0.449;5;6.4;0.777;0.509;17.6;0.098;0.1;0.001;0
Chauncey Billups;2003-04;2000s;27;DET;0.659;0.951;1;2;35.4;16.9;3.5;5.7;1.1;0.1;2.4;2.3;5;12.8;0.394;0.459;5.2;5.9;0.878;0.55;18.6;0.198;3.4;0;0
Ben Wallace;2003-04;2000s;29;DET;0.659;0.988;1;1;37.7;9.5;12.4;1.7;1.8;3;1.5;2;3.9;9.2;0.421;0.422;1.8;3.6;0.49;0.441;17.3;0.16;5.1;0.02;0
Yao Ming;2003-04;2000s;23;HOU;0.549;1;1;1;32.8;17.5;9;1.5;0.3;1.9;2.5;3.3;6.5;12.5;0.522;0.522;4.4;5.4;0.809;0.586;21.9;0.202;1.9;0.001;0
Ron Artest;2003-04;2000s;24;IND;0.744;0.89;0.973;2;37.2;18.3;5.3;3.7;2.1;0.7;2.8;2.7;6.4;15.2;0.421;0.455;4.4;6;0.733;0.511;18.2;0.141;4.2;0;0
Jermaine O'Neal;2003-04;2000s;25;IND;0.744;0.951;1;1;35.7;20.1;10;2.1;0.8;2.6;2.3;3.2;7.8;17.9;0.434;0.435;4.5;5.9;0.757;0.489;21.1;0.155;1.8;0.425;0
Elton Brand;2003-04;2000s;24;LAC;0.341;0.841;0.986;1;38.7;20;10.3;3.3;0.9;2.2;2.8;3.3;7;14.2;0.493;0.493;6;7.7;0.773;0.567;23.2;0.174;5.1;0;0
Corey Maggette;2003-04;2000s;24;LAC;0.341;0.89;0.986;2;36;20.7;5.9;3.1;0.9;0.2;2.8;3;6.2;13.9;0.447;0.485;7.2;8.5;0.848;0.586;20.1;0.157;1.8;0;0
Shaquille O'Neal;2003-04;2000s;31;LAL;0.683;0.817;1;2;36.8;21.5;11.5;2.9;0.5;2.5;2.9;3.4;8.3;14.1;0.584;0.584;4.9;10.1;0.49;0.578;24.4;0.192;5.4;0.145;0
Kobe Bryant;2003-04;2000s;25;LAL;0.683;0.793;0.985;1;37.6;24;5.5;5.1;1.7;0.4;2.6;2.7;7.9;18.1;0.438;0.468;7;8.2;0.852;0.551;23.7;0.21;5.7;0.172;0
Pau Gasol;2003-04;2000s;23;MEM;0.61;0.951;1;1;31.5;17.7;7.7;2.5;0.6;1.7;2.4;2.4;6.5;13.4;0.482;0.484;4.7;6.6;0.714;0.542;21.7;0.159;2.7;0;0
Lamar Odom;2003-04;2000s;24;MIA;0.512;0.976;1;1;37.5;17.1;9.7;4.1;1.1;0.9;3;3.4;6.1;14.1;0.43;0.457;4.3;5.7;0.742;0.516;18.5;0.134;3.2;0;0
Michael Redd;2003-04;2000s;24;MIL;0.5;1;1;1;36.8;21.7;5;2.3;1;0.1;1.4;1.9;7.7;17.5;0.44;0.484;4.7;5.4;0.868;0.544;19.9;0.154;2.2;0.001;0
Sam Cassell;2003-04;2000s;34;MIN;0.707;0.988;1;2;35;19.8;3.3;7.3;1.3;0.2;2.7;3;7.7;15.7;0.488;0.517;3.6;4.1;0.873;0.566;22.8;0.205;4.3;0;0
Kevin Garnett;2003-04;2000s;27;MIN;0.707;1;1;1;39.4;24.2;13.9;5;1.5;2.2;2.6;2.5;9.8;19.6;0.499;0.502;4.5;5.7;0.791;0.547;29.4;0.272;9.9;0.991;1
Jason Kidd;2003-04;2000s;30;NJN;0.573;0.817;0.985;1;36.6;15.5;6.4;9.2;1.8;0.2;3.2;1.6;5.5;14.3;0.384;0.433;3.1;3.7;0.827;0.485;19.7;0.141;4.5;0.014;0
Baron Davis;2003-04;2000s;24;NOH;0.5;0.817;0.985;1;40.1;22.9;4.3;7.5;2.4;0.4;3.2;2.7;8.3;20.9;0.395;0.462;3.5;5.3;0.673;0.492;20.7;0.133;5.6;0.003;0
Tracy McGrady;2003-04;2000s;24;ORL;0.256;0.817;1;1;39.9;28;6;5.5;1.4;0.6;2.7;1.9;9.7;23.4;0.417;0.473;5.9;7.5;0.796;0.526;25.3;0.151;5.8;0;0
Shawn Marion;2003-04;2000s;25;PHO;0.354;0.963;1;1;40.7;19;9.3;2.7;2.1;1.3;2;2.6;7.5;17;0.44;0.474;2.9;3.4;0.851;0.513;19.9;0.135;3.8;0;0
Zach Randolph;2003-04;2000s;22;POR;0.5;0.988;0.988;1;37.9;20.1;10.5;2;0.8;0.5;3;2.8;8.2;16.9;0.485;0.485;3.7;4.9;0.761;0.528;19.6;0.111;-0.9;0;0
Peja Stojakovic;2003-04;2000s;26;SAC;0.671;0.988;1;1;40.3;24.2;6.3;2.1;1.3;0.2;1.9;2;8.2;17.1;0.48;0.566;4.9;5.2;0.927;0.624;21.8;0.198;3.7;0.228;0
Brad Miller;2003-04;2000s;27;SAC;0.671;0.878;0.736;2;36.4;14.1;10.3;4.3;0.9;1.2;2;3.4;5.2;10.2;0.51;0.518;3.6;4.6;0.778;0.579;19.4;0.184;4.3;0;0
Tim Duncan;2003-04;2000s;27;SAS;0.695;0.841;0.986;1;36.6;22.3;12.4;3.1;0.9;2.7;2.7;2.4;8.6;17.1;0.501;0.502;5.1;8.5;0.599;0.534;27.1;0.249;7.3;0.582;0
Ray Allen;2003-04;2000s;28;SEA;0.451;0.683;1;1;38.4;23;5.1;4.8;1.3;0.2;2.8;2.4;8;18.2;0.44;0.512;4.4;4.8;0.904;0.566;21.7;0.153;4;0;0
Vince Carter;2003-04;2000s;27;TOR;0.402;0.89;1;1;38.2;22.5;4.8;4.8;1.2;0.9;3.1;2.9;8.3;20;0.417;0.449;4.6;5.7;0.806;0.501;20;0.103;2.9;0;0
Andrei Kirilenko;2003-04;2000s;22;UTA;0.512;0.951;1;1;37.1;16.5;8.1;3.1;1.9;2.8;2.8;2.2;5.3;11.9;0.443;0.479;5;6.4;0.79;0.559;22.6;0.192;8.2;0.002;0
Paul Pierce;2004-05;2000s;27;BOS;0.549;1;1;1;36.1;21.6;6.6;4.2;1.6;0.5;2.8;3.1;6.8;14.9;0.455;0.499;6.7;8.1;0.822;0.583;21.8;0.182;4.3;0;0
LeBron James;2004-05;2000s;20;CLE;0.512;0.976;1;1;42.4;27.2;7.4;7.2;2.2;0.7;3.3;1.8;9.9;21.1;0.472;0.504;6;8;0.75;0.554;25.7;0.203;8.3;0.073;0
Zydrunas Ilgauskas;2004-05;2000s;29;CLE;0.512;0.951;1;2;33.5;16.9;8.6;1.3;0.7;2.1;2.4;4;5.9;12.6;0.468;0.469;5.2;6.4;0.799;0.55;19.5;0.149;1;0;0
Dirk Nowitzki;2004-05;2000s;26;DAL;0.707;0.951;1;1;38.7;26.1;9.7;3.1;1.2;1.5;2.3;2.8;8.5;18.5;0.459;0.49;7.9;9.1;0.869;0.578;26.1;0.248;5.7;0.275;0
Marcus Camby;2004-05;2000s;30;DEN;0.598;0.805;1;1;30.5;10.3;10;2.3;0.9;3;1.6;2.7;4.2;9.1;0.465;0.465;1.9;2.6;0.723;0.505;18;0.138;3.4;0.001;0
Chauncey Billups;2004-05;2000s;28;DET;0.659;0.976;1;2;35.8;16.5;3.4;5.8;1;0.1;2.3;2.4;5.1;11.4;0.442;0.533;4.3;4.8;0.898;0.609;19;0.202;3.8;0;0
Ben Wallace;2004-05;2000s;30;DET;0.659;0.902;1;1;36.1;9.7;12.2;1.7;1.4;2.4;1.1;2.1;4;8.8;0.453;0.454;1.8;4.1;0.428;0.459;17.4;0.153;3.8;0;0
Jason Richardson;2004-05;2000s;24;GSW;0.415;0.878;1;1;37.8;21.7;5.9;3.9;1.5;0.4;2.3;2.2;8.5;19;0.446;0.492;3;4.3;0.693;0.518;19;0.1;2.4;0;0
Tracy McGrady;2004-05;2000s;25;HOU;0.622;0.951;1;1;40.8;25.7;6.2;5.7;1.7;0.7;2.6;2.1;9.2;21.3;0.431;0.473;5.5;7.1;0.774;0.526;22.9;0.18;6.8;0.035;0
Yao Ming;2004-05;2000s;24;HOU;0.622;0.976;1;2;30.6;18.3;8.4;0.8;0.4;2;2.5;3.7;6.7;12.2;0.552;0.552;4.9;6.2;0.783;0.614;23.2;0.21;1.6;0;0
Jermaine O'Neal;2004-05;2000s;26;IND;0.537;0.537;0.932;1;34.8;24.3;8.8;1.9;0.6;2;3;3.9;8.8;19.4;0.452;0.453;6.7;8.9;0.754;0.52;22.9;0.118;-0.6;0;0
Elton Brand;2004-05;2000s;25;LAC;0.451;0.988;1;1;37;20;9.5;2.6;0.8;2.1;2.3;3;7.8;15.4;0.503;0.503;4.5;6;0.752;0.554;22.4;0.169;4.4;0;0
Corey Maggette;2004-05;2000s;25;LAC;0.451;0.805;0.909;2;36.9;22.2;6;3.4;1.1;0.1;3;2.9;6.4;14.9;0.431;0.457;8.5;10;0.857;0.574;19.9;0.16;1.7;0;0
Kobe Bryant;2004-05;2000s;26;LAL;0.415;0.805;1;1;40.7;27.6;5.9;6;1.3;0.8;4.1;2.6;8.7;20.1;0.433;0.482;8.2;10.1;0.816;0.563;23.3;0.145;4.6;0;0
Pau Gasol;2004-05;2000s;24;MEM;0.549;0.683;0.946;1;32;17.8;7.3;2.4;0.7;1.7;2.4;2.6;6.4;12.4;0.514;0.514;5;6.6;0.768;0.582;22.5;0.184;3.8;0;0
Shaquille O'Neal;2004-05;2000s;32;MIA;0.72;0.89;1;1;34.1;22.9;10.4;2.7;0.5;2.3;2.8;3.6;9;15;0.601;0.601;4.8;10.5;0.461;0.583;27;0.211;5.6;0.813;0
Dwyane Wade;2004-05;2000s;23;MIA;0.72;0.939;1;2;38.6;24.1;5.2;6.8;1.6;1.1;4.2;3;8.2;17.1;0.478;0.483;7.5;9.9;0.762;0.561;23.1;0.177;4.4;0.034;0
Michael Redd;2004-05;2000s;25;MIL;0.366;0.915;1;1;38;23;4.2;2.3;0.8;0.1;1.8;2;8.3;18.9;0.441;0.477;4.9;5.8;0.854;0.536;18.3;0.105;-0.1;0;0
Kevin Garnett;2004-05;2000s;28;MIN;0.537;1;1;1;38.1;22.2;13.5;5.7;1.5;1.4;2.7;2.5;8.3;16.6;0.502;0.504;5.4;6.7;0.811;0.567;28.2;0.248;9.7;0.012;0
Jason Kidd;2004-05;2000s;31;NJN;0.512;0.805;0.985;1;36.9;14.4;7.4;8.3;1.9;0.1;2.5;1.7;5.2;13;0.398;0.473;2.2;2.9;0.74;0.506;19.5;0.143;5.6;0;0
Vince Carter;2004-05;2000s;28;NJN;0.512;0.939;0.987;2;36.7;24.5;5.2;4.2;1.4;0.6;2.2;3.2;9;20;0.452;0.493;4.8;6;0.798;0.541;22.9;0.159;5.3;0;0
Stephon Marbury;2004-05;2000s;27;NYK;0.402;1;1;1;40;21.7;3;8.1;1.5;0.1;2.8;2.3;7.4;16;0.462;0.506;5.6;6.7;0.834;0.575;21.9;0.171;3.4;0;0
Steve Francis;2004-05;2000s;27;ORL;0.439;0.951;1;1;38.2;21.3;5.8;7;1.4;0.4;4.1;3.5;7.2;17.1;0.423;0.438;6.4;7.8;0.823;0.521;18.9;0.1;2.2;0;0
Allen Iverson;2004-05;2000s;29;PHI;0.524;0.915;1;1;42.3;30.7;4;7.9;2.4;0.1;4.6;1.9;10.3;24.2;0.424;0.453;8.7;10.5;0.835;0.532;23.2;0.136;4.3;0.189;0
Shawn Marion;2004-05;2000s;26;PHO;0.756;0.988;1;3;38.8;19.4;11.3;1.9;2;1.5;1.5;2.5;7.6;15.9;0.476;0.52;2.8;3.4;0.833;0.556;21.7;0.191;4.9;0.001;0
Amar'e Stoudemire;2004-05;2000s;22;PHO;0.756;0.976;1;2;36.1;26;8.9;1.6;1;1.6;2.4;3.5;9.3;16.7;0.559;0.56;7.3;9.9;0.733;0.617;26.6;0.243;3.4;0.032;0
Steve Nash;2004-05;2000s;30;PHO;0.756;0.915;1;1;34.3;15.5;3.3;11.5;1;0.1;3.3;1.8;5.7;11.4;0.502;0.557;2.8;3.2;0.887;0.606;22;0.203;1.7;0.839;1
Manu Ginobili;2004-05;2000s;27;SAS;0.72;0.902;1;2;29.6;16;4.4;3.9;1.6;0.4;2.3;2.6;5;10.5;0.471;0.533;4.8;6;0.803;0.609;22.3;0.24;7;0;0
Tim Duncan;2004-05;2000s;28;SAS;0.72;0.805;1;1;33.4;20.3;11.1;2.7;0.7;2.6;1.9;2.2;7.8;15.8;0.496;0.498;4.6;6.9;0.67;0.54;27;0.245;6.4;0.258;0
Rashard Lewis;2004-05;2000s;25;SEA;0.634;0.866;1;2;38;20.5;5.5;1.3;1.1;0.9;1.7;2.2;7.5;16.2;0.462;0.537;3.1;4;0.777;0.571;19.4;0.15;2.8;0;0
Ray Allen;2004-05;2000s;29;SEA;0.634;0.951;1;1;39.3;23.9;4.4;3.7;1.1;0.1;2.2;2.1;8.2;19.2;0.428;0.498;4.8;5.5;0.883;0.555;20.9;0.168;3.7;0.032;0
Larry Hughes;2004-05;2000s;26;WAS;0.549;0.744;1;2;38.7;22;6.3;4.7;2.9;0.3;2.5;2.8;7.7;17.8;0.43;0.457;5.8;7.4;0.777;0.523;21.6;0.157;4.1;0;0
Gilbert Arenas;2004-05;2000s;23;WAS;0.549;0.976;1;1;40.9;25.5;4.7;5.1;1.7;0.3;3;3.1;8.2;19;0.431;0.498;6.5;8;0.814;0.565;21.3;0.169;4;0.003;0
Paul Pierce;2005-06;2000s;28;BOS;0.402;0.963;1;1;39;26.8;6.7;4.7;1.4;0.4;3.5;2.8;8.7;18.5;0.471;0.509;7.9;10.3;0.772;0.582;23.6;0.178;4.3;0;0
Gerald Wallace;2005-06;2000s;23;CHA;0.317;0.671;0.945;1;34.5;15.2;7.5;1.7;2.5;2.1;1.8;2.7;5.8;10.7;0.538;0.55;3.4;5.6;0.614;0.578;21.3;0.163;5.8;0;0
LeBron James;2005-06;2000s;21;CLE;0.61;0.963;1;1;42.5;31.4;7;6.6;1.6;0.8;3.3;2.3;11.1;23.1;0.48;0.515;7.6;10.3;0.738;0.568;28.1;0.232;9.3;0.55;0
Zydrunas Ilgauskas;2005-06;2000s;30;CLE;0.61;0.951;1;2;29.3;15.6;7.6;1.2;0.5;1.7;2;3.6;5.8;11.4;0.506;0.506;4.1;4.9;0.834;0.576;21.9;0.184;1.8;0;0
Jason Terry;2005-06;2000s;28;DAL;0.732;0.976;1;2;35;17.1;2;3.8;1.3;0.3;1.7;2.5;6.5;13.7;0.47;0.547;2.1;2.6;0.8;0.575;18.4;0.165;2.9;0;0
Dirk Nowitzki;2005-06;2000s;27;DAL;0.732;0.988;1;1;38.1;26.6;9;2.8;0.7;1;1.9;2;9.3;19.3;0.48;0.515;6.7;7.4;0.901;0.589;28.1;0.275;5.7;0.435;0
Carmelo Anthony;2005-06;2000s;21;DEN;0.537;0.976;1;1;36.8;26.5;4.9;2.7;1.1;0.5;2.7;2.9;9.5;19.7;0.481;0.493;7.2;8.9;0.808;0.563;22;0.153;1.5;0;0
Chauncey Billups;2005-06;2000s;29;DET;0.78;0.988;1;1;36.1;18.5;3.1;8.6;0.9;0.1;2.1;2;5.2;12.5;0.418;0.509;5.7;6.4;0.894;0.602;23.4;0.254;4.7;0.344;0
Ben Wallace;2005-06;2000s;31;DET;0.78;1;1;2;35.2;7.3;11.3;1.9;1.8;2.2;1.1;2;2.9;5.7;0.51;0.51;1.5;3.6;0.416;0.501;17.5;0.168;5.8;0;0
Jason Richardson;2005-06;2000s;25;GSW;0.415;0.915;1;1;38.4;23.2;5.8;3.1;1.3;0.5;2.2;2.7;8.5;19.2;0.446;0.509;3.7;5.5;0.673;0.538;19.2;0.122;2.8;0;0
Tracy McGrady;2005-06;2000s;26;HOU;0.415;0.573;1;1;37.1;24.4;6.5;4.8;1.3;0.9;2.6;1.9;8.7;21.5;0.406;0.442;5.4;7.2;0.747;0.494;21.9;0.112;4.8;0;0
Yao Ming;2005-06;2000s;25;HOU;0.415;0.695;1;2;34.2;22.3;10.2;1.5;0.5;1.6;2.6;3.4;8.2;15.8;0.519;0.519;5.9;6.9;0.853;0.592;25.6;0.211;2.4;0;0
Jermaine O'Neal;2005-06;2000s;27;IND;0.5;0.622;0.922;1;35.3;20.1;9.3;2.6;0.5;2.3;3;3.5;7.5;15.8;0.472;0.474;5.1;7.2;0.709;0.53;20.4;0.131;1.9;0;0
Elton Brand;2005-06;2000s;26;LAC;0.573;0.963;1;1;39.2;24.7;10;2.6;1;2.5;2.2;2.9;9.6;18.2;0.527;0.527;5.6;7.2;0.775;0.58;26.5;0.229;6.3;0.04;0
Kobe Bryant;2005-06;2000s;27;LAL;0.549;0.976;1;1;41;35.4;5.3;4.5;1.8;0.4;3.1;2.9;12.2;27.2;0.45;0.491;8.7;10.2;0.85;0.559;28;0.224;5.8;0.386;0
Pau Gasol;2005-06;2000s;25;MEM;0.598;0.976;1;1;39.2;20.4;8.9;4.6;0.6;1.9;2.9;2.3;7.5;14.9;0.503;0.504;5.3;7.7;0.689;0.555;22.7;0.184;5.1;0;0
Dwyane Wade;2005-06;2000s;24;MIA;0.634;0.915;1;1;38.6;27.2;5.7;6.7;1.9;0.8;3.6;2.9;9.3;18.8;0.495;0.499;8.4;10.7;0.783;0.577;27.6;0.239;7.5;0.07;0
Shaquille O'Neal;2005-06;2000s;33;MIA;0.634;0.72;0.983;2;30.6;20;9.2;1.9;0.4;1.8;2.8;3.9;8.1;13.6;0.6;0.6;3.7;8;0.469;0.586;24.4;0.164;2.6;0;0
Michael Redd;2005-06;2000s;26;MIL;0.488;0.976;1;1;39.1;25.4;4.3;2.9;1.2;0.1;2.1;2;8.5;19;0.45;0.504;6.3;7.1;0.877;0.574;21.2;0.166;2.4;0;0
Kevin Garnett;2005-06;2000s;29;MIN;0.402;0.927;1;1;38.9;21.8;12.7;4.1;1.4;1.4;2.4;2.7;8.2;15.7;0.526;0.529;5.2;6.4;0.81;0.589;26.8;0.242;7.9;0;0
Jason Kidd;2005-06;2000s;32;NJN;0.598;0.976;1;2;37.2;13.3;7.3;8.4;1.9;0.4;2.4;2;4.6;11.3;0.404;0.481;2.4;3.1;0.795;0.526;19.2;0.163;5.5;0;0
Richard Jefferson;2005-06;2000s;25;NJN;0.598;0.951;1;3;39.2;19.5;6.8;3.8;0.8;0.2;2.2;2.5;6.3;12.9;0.493;0.522;6;7.4;0.812;0.603;18.9;0.184;3;0;0
Vince Carter;2005-06;2000s;29;NJN;0.598;0.963;1;1;36.8;24.2;5.8;4.3;1.2;0.7;2.7;3;8.3;19.2;0.43;0.471;6.1;7.6;0.799;0.536;21.6;0.153;4.4;0;0
Chris Paul;2005-06;2000s;20;NOK;0.463;0.951;1;1;36;16.1;5.1;7.8;2.2;0.1;2.3;2.8;5.2;12.1;0.43;0.456;5.1;6;0.847;0.546;22.1;0.178;6.1;0;0
Allen Iverson;2005-06;2000s;30;PHI;0.463;0.878;1;1;43.1;33;3.2;7.4;1.9;0.1;3.4;1.7;11.3;25.3;0.447;0.467;9.4;11.5;0.814;0.543;25.9;0.165;3.5;0.001;0
Steve Nash;2005-06;2000s;31;PHO;0.659;0.963;1;1;35.4;18.8;4.2;10.5;0.8;0.2;3.5;1.5;6.8;13.4;0.512;0.583;3.3;3.5;0.921;0.632;23.3;0.212;3.7;0.739;1
Shawn Marion;2005-06;2000s;27;PHO;0.659;0.988;1;2;40.3;21.8;11.8;1.8;2;1.7;1.5;2.8;8.8;16.9;0.525;0.56;3;3.7;0.809;0.591;23.6;0.214;5.3;0.001;0
Mike Bibby;2005-06;2000s;27;SAC;0.537;1;1;1;38.6;21.1;2.9;5.4;1;0.1;2.4;2.1;7.3;16.9;0.432;0.501;4.2;4.9;0.849;0.554;17.9;0.127;1;0;0
Manu Ginobili;2005-06;2000s;28;SAS;0.768;0.793;0.862;3;27.9;15.1;3.5;3.6;1.6;0.4;1.9;2.4;4.8;10.3;0.462;0.524;4.3;5.5;0.778;0.593;22.4;0.234;6;0;0
Tim Duncan;2005-06;2000s;29;SAS;0.768;0.976;1;1;34.8;18.6;11;3.2;0.9;2;2.5;2.7;7.2;14.8;0.484;0.485;4.2;6.7;0.629;0.523;23.1;0.187;4.6;0.026;0
Tony Parker;2005-06;2000s;23;SAS;0.768;0.976;1;2;33.9;18.9;3.3;5.8;1;0.1;3.1;2;7.8;14.2;0.548;0.553;3.2;4.5;0.707;0.584;20.8;0.169;2.6;0.007;0
Rashard Lewis;2005-06;2000s;26;SEA;0.427;0.951;0.987;2;36.9;20.1;5;2.3;1.3;0.6;1.8;2.4;6.9;14.8;0.467;0.529;4.5;5.5;0.818;0.585;20;0.138;2.5;0;0
Ray Allen;2005-06;2000s;30;SEA;0.427;0.951;1;1;38.7;25.1;4.3;3.7;1.3;0.2;2.4;1.9;8.7;19.2;0.454;0.544;4.2;4.6;0.903;0.59;22.2;0.15;3.6;0;0
Chris Bosh;2005-06;2000s;21;TOR;0.329;0.854;1;1;39.3;22.5;9.2;2.6;0.7;1.1;2.2;3;7.8;15.5;0.505;0.505;6.8;8.3;0.816;0.585;23.2;0.17;2.5;0;0
Mike James;2005-06;2000s;30;TOR;0.329;0.963;1;2;37;20.3;3.3;5.8;0.9;0;2.6;2.7;7.3;15.5;0.469;0.538;3.6;4.3;0.837;0.583;19.8;0.125;1.9;0;0
Andrei Kirilenko;2005-06;2000s;24;UTA;0.5;0.841;0.913;1;37.7;15.3;8;4.3;1.5;3.2;2.9;2.3;4.9;10.6;0.46;0.485;5;7.2;0.699;0.556;20.7;0.145;6.4;0;0
Gilbert Arenas;2005-06;2000s;24;WAS;0.512;0.976;1;1;42.3;29.3;3.5;6.1;2;0.3;3.7;3.6;9.3;20.9;0.447;0.507;8.2;10;0.82;0.581;23.8;0.193;5.5;0;0
Antawn Jamison;2005-06;2000s;29;WAS;0.512;1;0.976;2;40.1;20.5;9.3;1.9;1.1;0.1;1.7;2.3;8;18.2;0.442;0.491;2.6;3.6;0.731;0.518;17.7;0.119;0;0;0
Joe Johnson;2006-07;2000s;25;ATL;0.366;0.695;1;1;41.4;25;4.2;4.4;1.1;0.2;3.1;2;9.4;20;0.471;0.523;4.1;5.5;0.748;0.558;19.5;0.105;1.6;0;0
Gerald Wallace;2006-07;2000s;24;CHA;0.402;0.878;0.986;1;36.7;18.1;7.2;2.6;2;1;2.2;2.9;6.6;13.2;0.502;0.523;4.3;6.2;0.691;0.568;19.8;0.141;3.9;0;0
Luol Deng;2006-07;2000s;21;CHI;0.598;1;1;1;37.5;18.8;7.1;2.5;1.2;0.6;1.9;2;7.7;14.9;0.517;0.518;3.4;4.4;0.777;0.56;18.7;0.176;2.7;0;0
Ben Gordon;2006-07;2000s;23;CHI;0.598;1;0.622;2;33;21.4;3.1;3.6;0.8;0.2;3;3.1;7.4;16.3;0.455;0.513;4.6;5.4;0.864;0.572;18.2;0.152;1.4;0;0
LeBron James;2006-07;2000s;22;CLE;0.61;0.951;1;1;40.9;27.3;6.7;6;1.6;0.7;3.2;2.2;9.9;20.8;0.476;0.507;6.3;9;0.698;0.552;24.5;0.206;7.4;0.142;0
